net,length_um
_08318_,19.2
_03017_,19.18
CPU.registerFile\[20\]\[11\],19.16
_02884_,19.16
mapped_spi_ram.snd_bitcount\[2\],19.16
_06819_,19.14
net1081,19.12
CPU.registerFile\[18\]\[19\],19.1
_05969_,19.1
CPU.registerFile\[1\]\[29\],19.08
CPU.registerFile\[21\]\[18\],19.08
CPU.registerFile\[28\]\[13\],19.08
_02780_,19.08
_07491_,19.08
mapped_spi_ram.rcv_data\[28\],19.08
CPU.registerFile\[18\]\[27\],19.06
net660,19.06
_02930_,19.06
_03863_,19.06
_02527_,19.045
_06147_,19.04
net1355,19.04
CPU.registerFile\[18\]\[10\],19.02
_04127_,19.02
CPU.registerFile\[3\]\[9\],19
CPU.registerFile\[5\]\[17\],19
CPU.registerFile\[9\]\[27\],19
_05730_,19
_04712_,18.98
_05716_,18.98
_07810_,18.98
CPU.registerFile\[19\]\[6\],18.96
_07157_,18.96
CPU.registerFile\[21\]\[15\],18.94
_06239_,18.94
mapped_spi_flash.snd_bitcount\[2\],18.94
CPU.registerFile\[19\]\[5\],18.92
CPU.registerFile\[8\]\[15\],18.92
net1438,18.92
CPU.registerFile\[29\]\[22\],18.9
CPU.registerFile\[31\]\[21\],18.9
_03447_,18.9
_04848_,18.9
CPU.registerFile\[27\]\[21\],18.88
net1415,18.88
CPU.registerFile\[27\]\[6\],18.86
CPU.registerFile\[4\]\[29\],18.86
_07451_,18.86
CPU.registerFile\[11\]\[30\],18.84
_05047_,18.84
_07705_,18.84
net14,18.84
net1379,18.84
net2609,18.84
CPU.registerFile\[25\]\[17\],18.83
CPU.registerFile\[23\]\[26\],18.82
CPU.registerFile\[27\]\[20\],18.82
_03306_,18.82
_04571_,18.82
_04615_,18.82
_06167_,18.82
_08322_,18.82
_08875_,18.82
mapped_spi_flash.rcv_data\[6\],18.82
_07688_,18.8
per_uart.uart0.tx_count16\[3\],18.8
net1463,18.8
CPU.registerFile\[27\]\[13\],18.78
CPU.registerFile\[10\]\[24\],18.76
_06494_,18.76
net1390,18.76
_01636_,18.745
CPU.aluReg\[31\],18.74
CPU.registerFile\[13\]\[22\],18.74
CPU.registerFile\[6\]\[0\],18.74
_05289_,18.74
_02711_,18.725
CPU.registerFile\[17\]\[27\],18.72
_04979_,18.72
_05444_,18.72
_05591_,18.7
_08871_,18.7
net1501,18.7
CPU.registerFile\[8\]\[20\],18.69
_03345_,18.66
CPU.registerFile\[16\]\[18\],18.64
CPU.registerFile\[21\]\[24\],18.64
_03416_,18.64
_01916_,18.635
CPU.registerFile\[13\]\[17\],18.62
CPU.registerFile\[17\]\[31\],18.62
_03625_,18.62
mapped_spi_flash.rcv_bitcount\[4\],18.62
mapped_spi_ram.rcv_bitcount\[0\],18.62
_02480_,18.605
CPU.registerFile\[31\]\[7\],18.6
_04558_,18.6
_05604_,18.6
net1493,18.6
_04813_,18.58
net1484,18.58
CPU.registerFile\[15\]\[14\],18.56
_07253_,18.56
_03066_,18.54
_05057_,18.54
net1595,18.54
CPU.registerFile\[0\]\[3\],18.5
_05481_,18.5
net1550,18.5
CPU.registerFile\[12\]\[8\],18.48
CPU.registerFile\[7\]\[9\],18.48
_05087_,18.48
_07899_,18.48
net1602,18.48
net1718,18.48
CPU.registerFile\[5\]\[5\],18.46
_07521_,18.46
CPU.registerFile\[11\]\[23\],18.44
_08349_,18.44
CPU.cycles\[13\],18.425
_01943_,18.425
_04060_,18.42
_06860_,18.42
CPU.registerFile\[25\]\[26\],18.4
_02834_,18.4
_06502_,18.4
_07036_,18.4
CPU.registerFile\[18\]\[2\],18.38
_04941_,18.38
_05392_,18.38
net1614,18.38
CPU.registerFile\[27\]\[5\],18.36
_02989_,18.36
_06137_,18.36
net2529,18.36
_05306_,18.32
_05593_,18.32
_07255_,18.3
CPU.registerFile\[20\]\[9\],18.28
CPU.registerFile\[30\]\[11\],18.28
CPU.registerFile\[6\]\[21\],18.28
_08779_,18.28
CPU.registerFile\[7\]\[27\],18.26
_06594_,18.26
_08617_,18.26
CPU.registerFile\[30\]\[22\],18.24
_03595_,18.24
net1405,18.24
CPU.registerFile\[25\]\[22\],18.22
_04286_,18.22
mapped_spi_flash.rcv_data\[10\],18.22
CPU.registerFile\[9\]\[16\],18.2
_04849_,18.2
_05574_,18.18
CPU.registerFile\[4\]\[7\],18.16
_03337_,18.16
_05564_,18.16
_08880_,18.16
per_uart.uart0.rxd_reg\[3\],18.15
CPU.registerFile\[19\]\[30\],18.14
CPU.registerFile\[19\]\[9\],18.14
CPU.registerFile\[23\]\[0\],18.14
net1221,18.14
_02945_,18.14
_04523_,18.14
_04989_,18.14
net1444,18.14
_05509_,18.12
mapped_spi_flash.rcv_data\[31\],18.12
CPU.registerFile\[21\]\[20\],18.1
net1035,18.1
_03630_,18.1
_07505_,18.1
CPU.registerFile\[0\]\[18\],18.08
mapped_spi_ram.cmd_addr\[21\],18.08
_02890_,18.06
_02950_,18.06
_04976_,18.06
_05063_,18.06
net1622,18.06
CPU.registerFile\[20\]\[13\],18.04
CPU.registerFile\[22\]\[7\],18.04
_05330_,18.04
_05621_,18.04
_05752_,18.04
CPU.registerFile\[30\]\[15\],18.02
net536,18.02
_03793_,18.02
_07633_,18.02
_08355_,18.02
CPU.registerFile\[9\]\[11\],18
_07761_,18
mapped_spi_ram.rcv_data\[26\],18
CPU.registerFile\[26\]\[30\],17.98
CPU.registerFile\[6\]\[14\],17.98
_04213_,17.98
_04248_,17.98
_05052_,17.98
_04495_,17.96
_03250_,17.94
_04116_,17.94
net1682,17.94
CPU.registerFile\[10\]\[25\],17.9
CPU.registerFile\[18\]\[21\],17.9
_03887_,17.9
_04223_,17.9
_05407_,17.9
_08555_,17.9
CPU.registerFile\[25\]\[10\],17.88
CPU.registerFile\[7\]\[7\],17.88
clknet_0__08450_,17.88
_05527_,17.87
CPU.registerFile\[23\]\[14\],17.86
_03860_,17.86
_08463_,17.86
_05926_,17.84
per_uart.uart0.rxd_reg\[7\],17.84
CPU.registerFile\[25\]\[2\],17.82
_04343_,17.82
_04589_,17.82
net2579,17.82
_08858_,17.8
CPU.registerFile\[18\]\[17\],17.78
_03548_,17.78
_08351_,17.78
_04717_,17.76
_08350_,17.76
net1867,17.76
CPU.registerFile\[9\]\[1\],17.74
CPU.registerFile\[18\]\[9\],17.7
CPU.registerFile\[25\]\[1\],17.7
_08544_,17.7
_08699_,17.7
net1345,17.7
CPU.registerFile\[23\]\[11\],17.68
_03806_,17.68
CPU.registerFile\[15\]\[22\],17.66
CPU.registerFile\[8\]\[8\],17.66
_07644_,17.66
CPU.registerFile\[8\]\[4\],17.64
_03283_,17.64
_04040_,17.64
_03532_,17.63
CPU.registerFile\[21\]\[14\],17.62
net324,17.62
CPU.registerFile\[15\]\[2\],17.6
_04626_,17.6
_05419_,17.6
_08828_,17.6
net1641,17.6
_02165_,17.585
CPU.registerFile\[15\]\[26\],17.58
_04044_,17.58
mapped_spi_flash.cmd_addr\[25\],17.58
CPU.registerFile\[23\]\[3\],17.56
_02786_,17.56
_03589_,17.56
net2611,17.56
CPU.registerFile\[1\]\[21\],17.54
CPU.registerFile\[28\]\[1\],17.54
CPU.registerFile\[27\]\[2\],17.52
_06831_,17.52
_07654_,17.52
mapped_spi_ram.cmd_addr\[12\],17.52
net1374,17.52
_05939_,17.5
net2536,17.5
net435,17.48
_03150_,17.48
_03457_,17.48
_07256_,17.48
net2638,17.46
_04679_,17.44
CPU.registerFile\[6\]\[3\],17.4
mapped_spi_flash.cmd_addr\[0\],17.4
CPU.registerFile\[22\]\[11\],17.38
CPU.registerFile\[4\]\[13\],17.38
_06737_,17.38
_08664_,17.38
CPU.registerFile\[21\]\[8\],17.36
_03776_,17.36
CPU.cycles\[24\],17.34
CPU.registerFile\[14\]\[24\],17.34
_02333_,17.325
CPU.registerFile\[16\]\[29\],17.32
_03227_,17.32
_05177_,17.3
_06181_,17.3
net2503,17.3
CPU.registerFile\[13\]\[24\],17.28
_02874_,17.28
_07758_,17.27
CPU.registerFile\[15\]\[23\],17.26
CPU.registerFile\[26\]\[9\],17.24
net315,17.24
_03419_,17.24
_06725_,17.24
_08301_,17.24
CPU.cycles\[18\],17.235
_04620_,17.22
_06313_,17.22
_08339_,17.22
_08799_,17.22
net2405,17.22
CPU.rs2\[10\],17.2
_05979_,17.2
_05990_,17.2
CPU.registerFile\[26\]\[24\],17.18
CPU.registerFile\[3\]\[18\],17.18
_06548_,17.18
_08036_,17.18
mapped_spi_ram.cmd_addr\[17\],17.18
CPU.registerFile\[16\]\[21\],17.17
CPU.registerFile\[14\]\[2\],17.16
CPU.registerFile\[16\]\[20\],17.16
_06419_,17.16
CPU.registerFile\[8\]\[25\],17.14
_07996_,17.14
_08046_,17.14
_08833_,17.14
mapped_spi_ram.rcv_bitcount\[4\],17.14
CPU.registerFile\[14\]\[20\],17.12
CPU.registerFile\[29\]\[19\],17.12
net1486,17.12
net2591,17.12
per_uart.uart0.rx_count16\[1\],17.11
CPU.registerFile\[15\]\[3\],17.1
CPU.registerFile\[28\]\[20\],17.1
_03361_,17.1
_03649_,17.1
_03913_,17.1
_04784_,17.1
_08673_,17.1
_02959_,17.08
_04225_,17.08
net276,17.06
_02852_,17.06
_04814_,17.06
clknet_0__03655_,17.06
_06057_,17.04
CPU.registerFile\[8\]\[27\],17.025
CPU.registerFile\[13\]\[12\],17.02
CPU.registerFile\[14\]\[8\],17.02
CPU.registerFile\[16\]\[2\],17.02
CPU.registerFile\[17\]\[1\],17.02
_03023_,17.02
_04039_,17.02
_04777_,17
CPU.registerFile\[1\]\[11\],16.98
CPU.registerFile\[3\]\[15\],16.98
mapped_spi_flash.cmd_addr\[24\],16.98
_02951_,16.96
CPU.registerFile\[13\]\[18\],16.94
CPU.registerFile\[16\]\[28\],16.94
CPU.registerFile\[6\]\[1\],16.94
_03483_,16.94
_04184_,16.94
mapped_spi_ram.rcv_bitcount\[1\],16.94
CPU.registerFile\[23\]\[8\],16.92
_05449_,16.92
_01500_,16.905
CPU.registerFile\[0\]\[27\],16.9
CPU.registerFile\[14\]\[29\],16.9
CPU.registerFile\[30\]\[13\],16.9
_06772_,16.9
_08305_,16.9
net1536,16.9
_07195_,16.895
net51,16.885
CPU.registerFile\[31\]\[15\],16.88
_06120_,16.88
CPU.registerFile\[30\]\[9\],16.86
_04834_,16.86
_05116_,16.86
_06243_,16.86
_02005_,16.84
_04686_,16.84
_00032_,16.825
CPU.registerFile\[5\]\[6\],16.82
CPU.registerFile\[8\]\[5\],16.82
_03302_,16.82
CPU.registerFile\[30\]\[8\],16.78
clknet_1_0__leaf__08339_,16.775
_05600_,16.77
CPU.registerFile\[16\]\[26\],16.76
CPU.registerFile\[30\]\[14\],16.76
net658,16.76
_07127_,16.76
net1639,16.76
_05561_,16.75
CPU.registerFile\[27\]\[4\],16.74
mapped_spi_flash.rcv_bitcount\[1\],16.74
CPU.registerFile\[22\]\[18\],16.72
_03005_,16.72
_06482_,16.72
CPU.cycles\[31\],16.7
_03894_,16.7
_05334_,16.7
_05492_,16.7
net1617,16.7
CPU.registerFile\[30\]\[24\],16.68
CPU.registerFile\[7\]\[30\],16.68
_03102_,16.68
_03570_,16.68
_06237_,16.68
_06552_,16.68
_07928_,16.68
CPU.registerFile\[22\]\[26\],16.66
_08079_,16.66
_08356_,16.66
CPU.registerFile\[21\]\[13\],16.64
_03633_,16.64
_07154_,16.64
CPU.registerFile\[29\]\[23\],16.62
_04899_,16.62
_08467_,16.62
per_uart.uart0.enable16_counter\[15\],16.62
net1997,16.62
CPU.registerFile\[13\]\[1\],16.615
_06178_,16.61
CPU.registerFile\[9\]\[25\],16.6
_03468_,16.6
_04174_,16.6
_04774_,16.6
_06678_,16.6
net1509,16.6
CPU.registerFile\[11\]\[15\],16.58
CPU.registerFile\[21\]\[26\],16.58
_01521_,16.565
CPU.registerFile\[11\]\[20\],16.56
CPU.registerFile\[19\]\[22\],16.56
CPU.registerFile\[31\]\[28\],16.56
_01295_,16.56
_04459_,16.56
net2099,16.56
_05281_,16.545
CPU.registerFile\[10\]\[17\],16.52
CPU.registerFile\[13\]\[27\],16.52
_06778_,16.52
_07225_,16.52
CPU.registerFile\[15\]\[9\],16.515
_02538_,16.505
CPU.registerFile\[25\]\[5\],16.48
_06246_,16.48
CPU.cycles\[29\],16.47
CPU.registerFile\[13\]\[3\],16.46
_05384_,16.46
CPU.registerFile\[21\]\[9\],16.44
CPU.registerFile\[30\]\[7\],16.44
CPU.cycles\[6\],16.425
_00015_,16.425
net40,16.425
CPU.registerFile\[27\]\[18\],16.42
net1119,16.42
CPU.registerFile\[15\]\[28\],16.4
CPU.registerFile\[28\]\[14\],16.4
CPU.registerFile\[29\]\[20\],16.38
CPU.rs2\[26\],16.38
net608,16.38
_02859_,16.38
_08183_,16.38
CPU.registerFile\[9\]\[28\],16.36
_03448_,16.36
_04695_,16.36
CPU.registerFile\[27\]\[22\],16.34
net498,16.34
CPU.registerFile\[17\]\[15\],16.32
net1216,16.3
_03455_,16.3
_07712_,16.3
CPU.cycles\[15\],16.28
CPU.registerFile\[9\]\[18\],16.28
net1178,16.28
_07750_,16.28
_02349_,16.265
_01705_,16.26
_04791_,16.26
_04998_,16.26
_05965_,16.26
_06252_,16.26
_04311_,16.24
_06642_,16.24
_02138_,16.225
CPU.registerFile\[29\]\[31\],16.22
_06030_,16.22
_08253_,16.195
CPU.registerFile\[15\]\[30\],16.18
CPU.registerFile\[19\]\[21\],16.18
_04852_,16.18
_06797_,16.18
CPU.registerFile\[16\]\[3\],16.16
CPU.registerFile\[26\]\[21\],16.14
CPU.registerFile\[4\]\[14\],16.14
net1177,16.14
_02809_,16.14
_04770_,16.14
_05622_,16.14
_05728_,16.14
_07498_,16.14
_02200_,16.135
mapped_spi_flash.cmd_addr\[14\],16.135
_08433_,16.12
per_uart.uart0.rxd_reg\[1\],16.12
CPU.registerFile\[5\]\[12\],16.1
_02893_,16.1
_08285_,16.1
_01927_,16.085
CPU.cycles\[16\],16.08
CPU.registerFile\[28\]\[26\],16.08
_05125_,16.08
_07420_,16.08
_08607_,16.08
CPU.registerFile\[21\]\[21\],16.04
_02912_,16.04
_01353_,16.025
CPU.registerFile\[13\]\[23\],16.02
CPU.registerFile\[15\]\[1\],16.02
CPU.registerFile\[10\]\[2\],16
CPU.registerFile\[17\]\[29\],15.98
CPU.registerFile\[18\]\[18\],15.96
CPU.registerFile\[26\]\[17\],15.96
CPU.registerFile\[3\]\[12\],15.96
net896,15.96
net642,15.96
_08717_,15.96
CPU.registerFile\[27\]\[8\],15.94
CPU.rs2\[23\],15.94
_05674_,15.94
CPU.registerFile\[23\]\[29\],15.92
CPU.registerFile\[23\]\[5\],15.92
_06219_,15.92
_01817_,15.905
CPU.registerFile\[15\]\[4\],15.9
CPU.registerFile\[3\]\[31\],15.9
CPU.registerFile\[8\]\[12\],15.9
CPU.registerFile\[30\]\[28\],15.89
_02408_,15.885
CPU.registerFile\[22\]\[2\],15.88
_04474_,15.88
_07817_,15.88
net1695,15.88
CPU.registerFile\[13\]\[13\],15.86
_03936_,15.86
_06225_,15.86
_07123_,15.86
_02568_,15.845
CPU.registerFile\[30\]\[3\],15.84
_07240_,15.84
_08789_,15.84
net2194,15.84
net1593,15.82
CPU.registerFile\[4\]\[31\],15.8
net1480,15.8
CPU.registerFile\[9\]\[23\],15.79
CPU.registerFile\[16\]\[12\],15.78
net122,15.78
_07289_,15.78
mapped_spi_flash.cmd_addr\[2\],15.78
_01702_,15.765
CPU.registerFile\[14\]\[30\],15.76
CPU.registerFile\[30\]\[16\],15.76
CPU.registerFile\[30\]\[20\],15.76
_03107_,15.76
_03167_,15.76
_04407_,15.76
CPU.registerFile\[14\]\[19\],15.74
CPU.registerFile\[25\]\[21\],15.74
net1325,15.74
CPU.cycles\[12\],15.73
_06975_,15.73
_01837_,15.725
_02479_,15.725
CPU.registerFile\[22\]\[29\],15.72
CPU.registerFile\[31\]\[20\],15.72
_04539_,15.72
_04677_,15.72
_07803_,15.72
net2378,15.72
net1048,15.7
mapped_spi_flash.cmd_addr\[28\],15.7
net1349,15.7
CPU.registerFile\[11\]\[3\],15.68
_03523_,15.68
_05078_,15.66
CPU.registerFile\[15\]\[16\],15.64
CPU.registerFile\[31\]\[11\],15.64
_02836_,15.64
_04451_,15.64
_05726_,15.64
CPU.registerFile\[18\]\[13\],15.62
CPU.registerFile\[8\]\[24\],15.62
_04245_,15.6
_04392_,15.6
CPU.registerFile\[14\]\[14\],15.58
_04490_,15.58
per_uart.uart_ctrl\[2\],15.58
CPU.registerFile\[0\]\[24\],15.56
CPU.registerFile\[3\]\[0\],15.56
_04264_,15.56
CPU.registerFile\[19\]\[26\],15.54
_03310_,15.54
_05627_,15.54
_05874_,15.54
CPU.registerFile\[20\]\[24\],15.52
CPU.registerFile\[22\]\[20\],15.52
CPU.registerFile\[7\]\[25\],15.52
_02393_,15.52
_03148_,15.52
_03478_,15.52
_05438_,15.52
_08700_,15.52
net1450,15.52
_01961_,15.505
CPU.registerFile\[14\]\[0\],15.5
CPU.registerFile\[3\]\[11\],15.5
_03443_,15.5
mapped_spi_flash.snd_bitcount\[4\],15.5
net1303,15.5
net1556,15.5
net2690,15.5
CPU.registerFile\[13\]\[14\],15.48
CPU.registerFile\[29\]\[5\],15.48
_04397_,15.48
_07655_,15.48
net1472,15.48
net1481,15.48
CPU.registerFile\[19\]\[14\],15.46
net957,15.46
net1358,15.46
net2404,15.46
CPU.cycles\[21\],15.455
CPU.registerFile\[17\]\[16\],15.44
_05369_,15.44
_05380_,15.44
per_uart.uart0.enable16_counter\[7\],15.44
CPU.registerFile\[28\]\[25\],15.42
_04956_,15.41
CPU.aluShamt\[2\],15.4
CPU.registerFile\[30\]\[31\],15.4
_03858_,15.4
_05844_,15.4
_02405_,15.385
CPU.registerFile\[18\]\[8\],15.38
CPU.registerFile\[30\]\[26\],15.38
_07218_,15.38
_07926_,15.38
net2288,15.38
CPU.registerFile\[10\]\[4\],15.36
CPU.registerFile\[21\]\[12\],15.36
_04296_,15.36
_05417_,15.36
CPU.registerFile\[3\]\[1\],15.34
CPU.registerFile\[7\]\[0\],15.34
net661,15.34
_07768_,15.34
net1310,15.34
CPU.registerFile\[29\]\[25\],15.32
_06850_,15.32
mapped_spi_flash.rcv_data\[13\],15.315
CPU.registerFile\[15\]\[27\],15.3
CPU.registerFile\[1\]\[30\],15.3
CPU.registerFile\[23\]\[2\],15.3
CPU.registerFile\[29\]\[14\],15.3
_02955_,15.3
_04212_,15.3
_04289_,15.3
mapped_spi_flash.cmd_addr\[17\],15.3
CPU.registerFile\[27\]\[10\],15.28
_04517_,15.28
net2650,15.28
CPU.registerFile\[15\]\[12\],15.26
CPU.registerFile\[29\]\[17\],15.26
_04150_,15.26
_04995_,15.26
_06521_,15.26
CPU.registerFile\[22\]\[31\],15.24
_06517_,15.24
_01654_,15.225
CPU.rs2\[29\],15.22
net320,15.22
_02406_,15.205
CPU.registerFile\[10\]\[19\],15.2
CPU.registerFile\[11\]\[21\],15.2
CPU.registerFile\[28\]\[22\],15.2
_05350_,15.2
_05602_,15.2
net1302,15.2
CPU.registerFile\[31\]\[30\],15.19
CPU.cycles\[20\],15.185
CPU.registerFile\[12\]\[11\],15.18
_02977_,15.18
_05411_,15.18
net1528,15.18
net1724,15.18
net2242,15.18
CPU.registerFile\[13\]\[25\],15.16
_03045_,15.16
_07241_,15.16
_07591_,15.16
resetn,15.16
CPU.registerFile\[26\]\[11\],15.14
CPU.registerFile\[31\]\[31\],15.14
_04945_,15.14
_06235_,15.14
net2177,15.14
_01291_,15.125
_01506_,15.125
_03787_,15.12
mapped_spi_flash.snd_bitcount\[1\],15.12
CPU.registerFile\[27\]\[11\],15.1
CPU.registerFile\[29\]\[24\],15.1
CPU.registerFile\[31\]\[27\],15.1
CPU.registerFile\[4\]\[23\],15.1
_03031_,15.1
_08702_,15.1
_03279_,15.095
_01523_,15.085
CPU.registerFile\[25\]\[12\],15.08
_02966_,15.08
_04756_,15.08
_05282_,15.08
_07025_,15.08
_01352_,15.065
CPU.registerFile\[14\]\[28\],15.06
CPU.registerFile\[14\]\[3\],15.06
CPU.registerFile\[1\]\[20\],15.06
_04619_,15.06
_06263_,15.06
CPU.registerFile\[22\]\[14\],15.04
net2692,15.04
CPU.registerFile\[15\]\[25\],15.02
CPU.registerFile\[28\]\[3\],15.02
CPU.registerFile\[29\]\[2\],15.02
_02227_,14.965
_05148_,14.96
_06471_,14.96
CPU.registerFile\[17\]\[6\],14.94
CPU.registerFile\[26\]\[6\],14.94
CPU.registerFile\[29\]\[6\],14.94
CPU.registerFile\[7\]\[19\],14.94
_03327_,14.92
_03531_,14.92
_03596_,14.92
net1819,14.92
CPU.registerFile\[25\]\[9\],14.9
net93,14.9
_07226_,14.9
net1532,14.9
CPU.registerFile\[16\]\[27\],14.89
CPU.registerFile\[0\]\[0\],14.88
CPU.registerFile\[19\]\[29\],14.88
CPU.registerFile\[28\]\[12\],14.88
_03209_,14.88
_05525_,14.88
_08085_,14.88
_08694_,14.88
_01954_,14.865
_02388_,14.865
net446,14.86
_04668_,14.85
_05189_,14.85
CPU.registerFile\[29\]\[16\],14.84
CPU.registerFile\[8\]\[3\],14.84
_04854_,14.84
CPU.registerFile\[19\]\[1\],14.82
_03101_,14.82
_03916_,14.82
CPU.registerFile\[21\]\[29\],14.8
CPU.registerFile\[30\]\[27\],14.8
CPU.registerFile\[3\]\[14\],14.8
CPU.registerFile\[4\]\[24\],14.8
CPU.rs2\[28\],14.8
_03259_,14.8
_04729_,14.8
_08013_,14.8
net1413,14.8
CPU.Bimm\[4\],14.76
CPU.registerFile\[26\]\[28\],14.76
_05906_,14.76
_06090_,14.76
_07128_,14.76
_01739_,14.745
_08149_,14.74
_02259_,14.72
_03285_,14.72
_03597_,14.72
_03813_,14.72
_05891_,14.72
_08347_,14.72
CPU.registerFile\[17\]\[19\],14.7
_03269_,14.7
_05205_,14.7
_07210_,14.7
net1699,14.7
CPU.registerFile\[21\]\[6\],14.68
_04658_,14.68
CPU.registerFile\[3\]\[5\],14.66
_04328_,14.66
_07068_,14.66
CPU.registerFile\[4\]\[16\],14.64
_05123_,14.64
net2465,14.64
_03029_,14.62
_05035_,14.62
_01306_,14.605
_01907_,14.605
CPU.registerFile\[1\]\[19\],14.6
_05164_,14.6
_05356_,14.6
_07789_,14.6
net843,14.58
_08111_,14.58
net1489,14.58
net2679,14.58
_08820_,14.565
CPU.registerFile\[6\]\[18\],14.56
_04703_,14.56
_06574_,14.56
_08119_,14.56
net1477,14.56
_02762_,14.555
net1392,14.545
CPU.registerFile\[21\]\[4\],14.54
CPU.registerFile\[26\]\[19\],14.54
_03290_,14.54
_06125_,14.54
_08002_,14.54
net1626,14.54
_02723_,14.52
net2436,14.52
CPU.registerFile\[19\]\[15\],14.5
_03972_,14.5
_04452_,14.5
_08715_,14.5
_01575_,14.485
CPU.registerFile\[10\]\[8\],14.48
CPU.registerFile\[11\]\[18\],14.48
_00014_,14.48
_03816_,14.48
_07399_,14.48
net1329,14.48
net1604,14.48
net2515,14.48
_05175_,14.46
_06899_,14.46
_07793_,14.46
_01618_,14.445
_01833_,14.445
CPU.registerFile\[14\]\[13\],14.44
CPU.registerFile\[8\]\[26\],14.44
_03781_,14.44
_04816_,14.44
_05696_,14.44
CPU.registerFile\[18\]\[7\],14.42
net115,14.42
_03579_,14.42
_05303_,14.42
_02194_,14.405
_03454_,14.4
_03559_,14.4
_05277_,14.4
_05882_,14.4
_06616_,14.4
CPU.registerFile\[10\]\[1\],14.38
CPU.registerFile\[13\]\[8\],14.38
_04720_,14.38
_05305_,14.38
net2460,14.38
CPU.cycles\[14\],14.36
_03220_,14.36
_03719_,14.36
net1336,14.36
net1580,14.36
CPU.registerFile\[23\]\[22\],14.34
CPU.registerFile\[31\]\[26\],14.34
CPU.registerFile\[8\]\[30\],14.34
net1126,14.34
_02926_,14.34
_03965_,14.34
_06670_,14.34
_07158_,14.34
_07969_,14.34
_08067_,14.34
_08863_,14.34
per_uart.uart0.rx_ack,14.34
CPU.registerFile\[6\]\[5\],14.32
net1596,14.32
CPU.registerFile\[20\]\[17\],14.3
_03284_,14.3
_05372_,14.3
_07807_,14.3
net1605,14.3
CPU.registerFile\[10\]\[23\],14.26
CPU.registerFile\[18\]\[6\],14.26
CPU.registerFile\[19\]\[16\],14.26
CPU.registerFile\[7\]\[8\],14.26
net715,14.26
_04617_,14.26
_05595_,14.26
mapped_spi_ram.snd_bitcount\[5\],14.26
_01610_,14.245
CPU.registerFile\[23\]\[12\],14.24
CPU.registerFile\[30\]\[19\],14.24
_05617_,14.24
_07629_,14.24
CPU.registerFile\[24\]\[31\],14.23
CPU.registerFile\[25\]\[4\],14.22
net155,14.22
_05048_,14.22
CPU.registerFile\[14\]\[18\],14.2
_03558_,14.2
_08726_,14.2
CPU.registerFile\[22\]\[15\],14.18
_05697_,14.18
CPU.registerFile\[26\]\[14\],14.16
_04215_,14.16
_05386_,14.16
net1318,14.145
CPU.registerFile\[10\]\[6\],14.14
CPU.registerFile\[18\]\[14\],14.14
CPU.registerFile\[26\]\[31\],14.14
_05993_,14.14
_06571_,14.14
CPU.registerFile\[3\]\[13\],14.12
_06698_,14.12
CPU.registerFile\[14\]\[17\],14.1
CPU.registerFile\[29\]\[8\],14.1
_03120_,14.1
_04691_,14.1
_05812_,14.1
_07854_,14.1
net2694,14.1
_03995_,14.08
net591,14.07
_05606_,14.065
CPU.registerFile\[13\]\[6\],14.06
CPU.registerFile\[23\]\[19\],14.06
CPU.registerFile\[5\]\[22\],14.06
_04273_,14.06
_04443_,14.06
_04965_,14.06
_07024_,14.06
mapped_spi_flash.rcv_data\[27\],14.06
CPU.registerFile\[18\]\[15\],14.04
CPU.registerFile\[29\]\[18\],14.04
CPU.registerFile\[7\]\[4\],14.04
net1260,14.04
_03488_,14.04
_06185_,14.04
_02816_,14.02
_05664_,14.02
_06000_,14.02
_07413_,14.02
net1295,14
_02883_,14
_03292_,14
_04994_,14
_07731_,14
CPU.registerFile\[27\]\[16\],13.98
_03989_,13.98
_07030_,13.98
_07093_,13.98
_08570_,13.98
net2667,13.98
_01515_,13.965
CPU.registerFile\[12\]\[24\],13.96
CPU.registerFile\[5\]\[26\],13.96
net286,13.96
_03099_,13.96
_06581_,13.96
_07481_,13.96
_07790_,13.96
_08194_,13.96
_08600_,13.96
CPU.cycles\[11\],13.955
CPU.registerFile\[13\]\[31\],13.94
CPU.registerFile\[23\]\[31\],13.94
CPU.registerFile\[31\]\[25\],13.94
CPU.registerFile\[6\]\[8\],13.94
CPU.registerFile\[7\]\[13\],13.94
_03437_,13.94
_04740_,13.94
net2483,13.94
_01410_,13.925
net1411,13.925
CPU.registerFile\[11\]\[29\],13.92
CPU.registerFile\[13\]\[26\],13.92
CPU.registerFile\[18\]\[30\],13.92
CPU.registerFile\[29\]\[21\],13.92
_03125_,13.92
_03368_,13.92
_05153_,13.92
_06935_,13.92
_07169_,13.92
net2261,13.92
CPU.cycles\[9\],13.915
_05570_,13.9
_06694_,13.9
net1624,13.9
_05154_,13.895
CPU.registerFile\[23\]\[24\],13.88
CPU.registerFile\[4\]\[15\],13.88
net984,13.88
_02875_,13.88
_03358_,13.88
_05158_,13.88
_08184_,13.88
CPU.registerFile\[10\]\[10\],13.86
_04815_,13.86
_05418_,13.86
net1591,13.86
CPU.registerFile\[0\]\[25\],13.85
CPU.registerFile\[26\]\[20\],13.84
CPU.registerFile\[28\]\[18\],13.84
_04188_,13.84
_04303_,13.84
_04817_,13.84
_05178_,13.84
_05995_,13.84
net1663,13.84
CPU.cycles\[30\],13.82
_05470_,13.82
CPU.registerFile\[21\]\[31\],13.8
